province,district,sector,property_type,bedrooms,bathrooms,square_meters,parking_spaces,year_built,furnished,nearby_school,nearby_hospital,nearby_road,security_level,internet_access,market_demand,house_condition,land_size,predicted_market_value
Northern Province,Rulindo,Burega,Villa,4,3,133,0,2019,1,1,1,1,1,1,1,0,380,54400000
Northern Province,Burera,Nemba,Mansion,5,5,280,1,2005,0,1,1,1,2,1,0,2,1070,142300000
Northern Province,Rulindo,Masoro,House,3,2,115,3,2008,1,1,1,0,2,2,2,1,250,29500000
Western Province,Rubavu,Bugeshi,House,3,2,81,1,2023,1,1,1,1,1,2,0,0,180,24500000
Northern Province,Gakenke,Kivuruga,House,3,2,82,3,2014,1,1,0,1,1,0,1,1,220,26300000
Eastern Province,Nyagatare,Gatunda,Apartment,2,2,78,2,2022,0,1,1,1,1,1,0,1,140,18200000
Northern Province,Musanze,Kinigi,Apartment,2,1,74,2,2010,1,1,1,1,0,1,0,0,330,27900000
Kigali City,Nyarugenge,Nyarugenge,Mansion,4,3,210,1,2003,0,1,1,1,1,2,2,2,760,164000000
Western Province,Nyabihu,Kintobo,Apartment,2,1,68,1,2021,1,1,1,1,1,2,0,2,120,19300000
Western Province,Nyamasheke,Shangi,Villa,5,4,260,2,2020,1,1,1,1,2,2,0,2,590,106200000
Eastern Province,Kirche,Nyamugari,Apartment,2,2,51,2,2008,0,1,1,1,2,1,2,2,130,11400000
Northern Province,Rulindo,Buyoga,House,3,2,129,2,2023,1,1,1,1,1,1,1,0,240,47700000
Western Province,Rutsiro,Nyabirasi,House,4,3,155,2,2015,1,1,1,1,2,2,1,2,740,63500000
Western Province,Nyabihu,Jenda,Mansion,4,4,196,1,2013,1,1,1,1,2,1,1,1,610,84400000
Western Province,Rutsiro,Mushubati,House,4,3,116,1,2005,1,1,1,1,1,1,1,2,470,42500000
Western Province,Rusizi,Nkombo,Villa,4,3,175,2,2019,1,1,0,1,1,1,2,0,680,78000000
Western Province,Nyamasheke,Shangi,House,3,3,107,1,2024,0,1,1,1,2,2,1,1,230,30200000
Kigali City,Kicukiro,Gatenga,Apartment,2,1,50,2,2010,1,1,1,1,1,1,1,2,230,28700000
Southern Province,Nyamagabe,Kaduha,Villa,4,3,217,1,2023,1,1,1,1,1,1,0,2,670,87300000
Western Province,Nyabihu,Shyira,House,3,3,114,2,1995,0,1,0,1,2,2,1,2,560,34000000
Northern Province,Musanze,Remera,House,4,3,181,2,2001,1,0,1,1,1,1,1,2,520,70600000
Eastern Province,Kayonza,Rwinkwavu,House,5,5,276,1,1995,0,1,0,1,1,2,0,2,1000,89900000
Western Province,Karongi,Twumba,House,4,3,110,1,2009,0,1,1,1,1,2,1,2,470,38100000
Western Province,Rusizi,Gikundamvura,House,4,3,118,1,2009,0,1,1,1,1,2,2,1,240,35600000
Eastern Province,Gatsibo,Gitoki,House,4,4,152,1,2000,1,1,0,1,2,2,1,1,550,41100000
Eastern Province,Nyagatare,Rukomo,House,3,2,138,1,2012,1,1,1,1,1,1,1,1,240,35400000
Western Province,Nyabihu,Shyira,Villa,4,3,117,3,2023,1,1,1,1,2,1,2,1,480,48700000
Western Province,Karongi,Bwishyura,Mansion,4,4,214,1,2021,1,1,1,0,1,1,2,1,620,90100000
Western Province,Rutsiro,Kavumu,Villa,5,5,203,3,1998,1,1,0,1,1,0,0,2,480,88200000
Eastern Province,Rwamagana,Munyaga,Villa,4,3,219,1,2009,1,1,1,1,1,1,0,1,700,58700000
Northern Province,Gicumbi,Kaniga,House,3,2,156,1,2011,1,1,1,1,2,1,2,0,470,47200000
Northern Province,Gakenke,Muhondo,Apartment,2,2,74,2,2018,1,1,1,1,1,0,1,1,110,20900000
Kigali City,Gasabo,Gacuriro,House,4,4,177,1,2005,1,1,1,1,0,2,2,2,830,155200000
Southern Province,Muhanga,Nyamabuye,House,3,2,112,3,2001,1,1,1,1,1,2,1,1,290,30900000
Eastern Province,Kayonza,Kabare,Mansion,5,4,211,0,1998,0,0,1,1,0,2,0,1,710,61200000
Northern Province,Musanze,Gataraga,Villa,3,2,158,0,2015,1,1,1,1,2,2,0,2,510,58600000
Northern Province,Rulindo,Ngoma,House,2,2,96,1,2018,0,0,1,1,2,2,1,0,300,33000000
Eastern Province,Rwamagana,Muyumbu,Apartment,1,1,43,0,2015,0,1,1,1,0,2,2,2,100,8100000
Northern Province,Burera,Rugengabari,Apartment,3,2,98,1,2005,1,1,1,1,1,0,1,2,310,30500000
Eastern Province,Ngoma,Kibungo,House,4,4,163,2,2014,1,1,0,1,1,1,0,1,390,51000000
Southern Province,Kamonyi,Karama,House,4,4,125,1,2023,1,1,0,1,2,2,1,2,390,48800000
Northern Province,Gakenke,Minazi,House,3,3,90,2,1995,1,0,1,1,2,1,2,1,330,33700000
Western Province,Nyamasheke,Rangiro,House,3,3,103,1,1996,1,1,1,1,2,2,1,0,220,29900000
Western Province,Nyabihu,Rugera,House,4,3,119,1,2024,1,1,1,1,1,2,2,0,450,45800000
Western Province,Nyabihu,Bigogwe,House,5,4,174,2,1996,1,1,1,1,2,2,2,0,750,59200000
Western Province,Rubavu,Kanama,Villa,4,3,164,2,2010,1,1,1,0,1,1,1,2,290,65000000
Northern Province,Gakenke,Minazi,House,4,4,219,2,1996,0,1,0,1,1,2,2,1,690,92200000
Southern Province,Ruhango,Mbuye,House,2,1,81,2,2018,1,1,1,1,1,2,1,2,290,18900000
Eastern Province,Gatsibo,Gatsibo,House,3,2,96,2,2012,1,1,0,1,1,2,2,2,310,30100000
Western Province,Rutsiro,Nyabirasi,House,3,2,83,2,2009,1,1,1,1,2,0,0,2,200,23600000
Southern Province,Huye,Karama,House,3,2,127,2,2007,1,1,1,1,1,2,1,2,260,37700000
Eastern Province,Gatsibo,Kabaron,Apartment,3,2,78,3,2015,1,1,0,1,2,1,1,1,200,20500000
Western Province,Rubavu,Cyanzarwe,Apartment,1,1,49,0,2022,0,1,1,1,2,2,1,2,220,15300000
Northern Province,Gicumbi,Rutare,Villa,3,3,132,1,2000,0,1,0,1,2,2,2,1,300,39800000
Southern Province,Nyaruguru,Ngoma,Apartment,2,2,76,0,2013,1,0,1,1,2,2,2,2,310,22600000
Northern Province,Musanze,Cyuve,Villa,4,4,182,3,2022,0,1,1,1,2,2,1,1,380,70700000
Eastern Province,Gatsibo,Kageyo,House,4,3,180,1,2025,0,1,1,1,0,0,1,0,890,81800000
Eastern Province,Ngoma,Mutenderi,House,4,4,195,1,2015,1,1,0,1,1,1,1,1,290,58900000
Eastern Province,Ngoma,Jarama,Mansion,4,4,219,3,2022,0,1,1,1,2,2,0,2,840,84200000
Western Province,Karongi,Rwankuba,Villa,5,5,234,0,2007,1,1,1,1,1,0,1,2,530,90700000
Southern Province,Huye,Ruhashya,House,4,3,115,2,2025,1,1,1,1,1,2,1,1,450,42400000
Western Province,Nyamasheke,Gihombo,Apartment,1,1,43,1,2001,1,1,1,1,2,0,0,2,170,8600000
Northern Province,Musanze,Muko,Mansion,4,4,181,1,2014,1,1,0,1,1,2,0,2,290,62500000
Northern Province,Gakenke,Mugunga,Mansion,6,5,377,2,1999,1,1,0,1,2,2,1,1,1220,166300000
Northern Province,Rulindo,Bushoki,Mansion,4,4,195,1,1995,0,1,0,1,1,1,2,2,750,63500000
Northern Province,Gicumbi,Bwisige,Apartment,2,1,56,2,2012,0,1,0,1,0,1,1,1,260,18500000
Northern Province,Burera,Butaro,House,4,3,165,0,2010,1,0,1,1,2,1,2,2,290,58300000
Eastern Province,Ngoma,Rukira,House,3,2,97,2,2025,1,1,1,1,1,1,1,1,380,26700000
Southern Province,Gisagara,Kibilizi,Villa,3,2,102,0,2023,1,1,1,1,1,2,2,2,500,31100000
Kigali City,Gasabo,Bumbogo,House,3,3,89,1,2011,0,1,1,1,1,2,0,1,360,82700000
Western Province,Ngororero,Ngororero,House,3,3,151,1,2010,1,1,1,1,2,1,2,2,410,49400000
Eastern Province,Ngoma,Gashanda,House,3,2,87,1,2019,0,1,0,1,1,1,1,1,260,22200000
Eastern Province,Nyagatare,Rukomo,Apartment,2,1,59,1,1997,0,1,1,1,0,2,2,0,190,13900000
Southern Province,Nyanza,Nyagisozi,House,2,2,62,2,1998,1,1,1,1,2,2,0,2,180,12800000
Northern Province,Rulindo,Murambi,House,3,2,90,1,2013,1,1,1,1,0,1,1,1,330,30000000
Northern Province,Rulindo,Burega,Mansion,6,5,401,1,2023,1,1,1,1,2,0,1,1,880,202300000
Western Province,Nyamasheke,Mahembe,Apartment,2,2,83,1,2009,0,1,1,1,1,2,1,2,340,19500000
Southern Province,Gisagara,Musha,House,3,3,150,1,2020,1,1,1,1,2,1,2,1,460,52900000
Eastern Province,Nyagatare,Musheri,Villa,3,2,118,2,2025,0,0,1,1,2,1,2,0,570,35900000
Eastern Province,Gatsibo,Remera,Villa,4,3,141,2,2021,1,1,1,1,1,1,1,1,600,56700000
Southern Province,Nyaruguru,Ngera,House,3,3,88,1,1998,0,1,1,1,2,1,0,1,260,20900000
Western Province,Rubavu,Nyundo,Apartment,2,1,96,2,2003,1,1,0,1,0,2,2,1,230,28700000
Kigali City,Gasabo,Kimihurura,House,3,3,107,2,2009,0,1,0,1,2,1,2,0,530,92400000
Western Province,Rubavu,Nyamyumba,Apartment,1,1,32,1,1997,0,1,1,1,1,2,1,1,70,5700000
Southern Province,Ruhango,Byima,House,2,1,89,1,2012,0,1,0,1,1,2,2,1,420,25900000
Kigali City,Gasabo,Jabana,Apartment,2,2,97,3,2003,0,1,0,1,2,2,2,2,440,64400000
Eastern Province,Ngoma,Jarama,Apartment,1,1,35,1,1996,1,1,1,1,2,2,2,0,120,7900000
Eastern Province,Gatsibo,Muhura,Apartment,2,1,74,3,2007,1,0,1,1,1,0,0,2,200,16400000
Southern Province,Huye,Simbi,House,4,4,142,2,2003,0,1,1,1,1,0,0,1,250,43800000
Eastern Province,Gatsibo,Kageyo,Apartment,1,1,40,2,2023,1,1,1,1,1,1,0,2,170,10800000
Southern Province,Nyaruguru,Ngera,House,3,2,104,2,1998,0,1,1,1,0,1,1,1,180,29700000
Western Province,Rubavu,Gisenyi,House,4,4,173,2,2018,1,1,1,1,2,1,1,1,340,69700000
Southern Province,Muhanga,Kibangu,House,4,3,152,2,1997,0,1,1,1,1,1,1,1,320,46300000
Southern Province,Nyanza,Busasamana,Mansion,4,3,181,2,2010,0,1,1,1,2,2,1,0,660,70000000
Western Province,Ngororero,Matyazo,House,2,1,85,1,2021,0,1,0,1,1,2,1,1,140,17900000
Northern Province,Burera,Rugengabari,Apartment,1,1,49,2,2007,1,0,1,1,2,1,2,1,230,12900000
Northern Province,Gicumbi,Bwisige,Apartment,3,3,81,1,1998,0,1,0,1,2,1,2,2,370,30100000
Kigali City,Nyarugenge,Muhima,House,3,3,150,2,2012,1,1,0,1,1,2,1,1,260,112100000
Southern Province,Kamonyi,Nyamiyaga,House,2,1,85,1,2016,1,1,1,1,1,1,0,2,290,18100000
Eastern Province,Nyagatare,Rukomo,Mansion,5,5,211,0,1996,1,1,1,1,2,1,0,1,800,69800000
Eastern Province,Nyagatare,Nyagatare,Villa,3,2,110,1,2004,1,1,1,1,2,1,0,2,320,29800000
Eastern Province,Gatsibo,Nyamirama,Apartment,2,2,99,1,2017,1,1,1,1,2,1,1,1,270,24900000
Eastern Province,Ngoma,Jarama,Villa,6,5,260,1,2015,1,1,1,1,0,1,2,2,1230,116000000
Western Province,Karongi,Mutuntu,Villa,3,2,120,2,2013,1,1,1,1,1,2,1,0,440,45800000
Western Province,Karongi,Mutuntu,House,3,3,103,3,2009,1,1,1,1,2,1,2,1,300,30700000
Western Province,Nyabihu,Bigogwe,House,4,4,156,1,2022,0,1,1,1,1,2,1,1,780,66500000
Southern Province,Muhanga,Rongi,Villa,4,3,120,2,2013,1,1,1,1,1,0,1,2,290,37700000
Eastern Province,Nyagatare,Gatunda,House,2,1,68,1,2019,1,1,1,1,2,0,2,1,270,18200000
Western Province,Karongi,Bwishyura,House,2,2,89,2,2016,1,1,1,1,1,1,2,2,420,24600000
Southern Province,Nyamagabe,Ruheru,House,3,2,129,2,2003,0,1,0,1,1,2,2,1,310,28700000
Western Province,Rubavu,Mudende,House,4,3,166,1,2011,1,1,1,1,1,2,1,2,360,67400000
Eastern Province,Ngoma,Rukumberi,House,3,2,124,1,1996,1,1,1,1,1,0,2,1,220,28100000
Southern Province,Nyamagabe,Nkomane,Villa,4,4,214,1,2023,1,1,1,1,2,2,2,1,410,67100000
Northern Province,Musanze,Shingiro,House,3,2,115,2,1997,1,1,1,0,1,0,2,1,420,33800000
Kigali City,Gasabo,Kimihurura,House,2,1,62,0,2019,1,1,1,1,0,1,1,2,150,31300000
Southern Province,Nyamagabe,Rusenge,House,4,3,168,2,2012,1,1,1,1,1,2,1,1,310,56700000
Northern Province,Gakenke,Busengo,House,3,2,121,1,2016,0,1,1,1,2,1,1,1,480,34600000
Northern Province,Musanze,Ruhengeri,Mansion,5,4,294,1,1995,1,1,1,0,2,1,1,1,1320,135200000
Northern Province,Musanze,Gataraga,Villa,5,5,195,2,2009,1,1,1,1,0,0,2,2,420,74900000
Southern Province,Nyaruguru,Ngoma,Villa,4,4,180,3,2012,0,0,1,1,1,1,0,2,600,69000000
Eastern Province,Rwamagana,Karenge,House,4,4,174,2,2004,1,1,1,1,1,1,1,2,670,72500000
Eastern Province,Kirche,Kirche,Apartment,3,3,83,2,2016,1,1,1,1,2,1,1,2,200,23100000
Southern Province,Kamonyi,Nyamiyaga,House,4,4,121,3,2007,1,1,1,1,0,1,2,1,500,41400000
Eastern Province,Ngoma,Jarama,Apartment,3,3,85,2,2016,0,1,1,1,1,2,0,2,290,29100000
Southern Province,Nyamagabe,Kibirizi,House,3,2,126,3,1998,0,1,1,1,0,1,1,2,220,27700000
Eastern Province,Bugesera,Rilima,Mansion,5,4,311,0,2005,1,1,0,1,1,2,2,2,1330,99200000
Western Province,Rubavu,Rubavu,Mansion,6,6,385,3,2011,1,1,1,1,2,1,1,1,610,215900000
Western Province,Rusizi,Gikundamvura,Apartment,3,2,88,1,2011,1,1,1,1,1,2,1,1,410,33100000
Western Province,Rusizi,Kamembe,Mansion,5,4,242,0,1999,1,1,1,1,2,2,1,2,770,97800000
Southern Province,Nyaruguru,Ruheru,Apartment,2,2,57,2,2012,1,1,1,1,1,2,2,2,260,18300000
Southern Province,Nyamagabe,Cyanika,Villa,3,2,113,0,2010,0,1,0,1,0,1,1,2,470,33200000
Northern Province,Gakenke,Rusasa,Apartment,2,2,93,3,2018,0,1,1,1,2,2,1,2,160,29500000
Eastern Province,Rwamagana,Fumbwe,House,2,2,75,0,2005,1,0,0,1,0,1,1,1,240,19400000
Northern Province,Rulindo,Rusiga,House,2,2,90,0,2013,1,1,1,1,0,0,2,2,210,25900000
Northern Province,Gicumbi,Rukomo,House,4,4,158,3,2024,1,1,0,1,0,0,1,2,330,64900000
Eastern Province,Bugesera,Gashora,House,3,2,115,1,1998,1,1,1,1,0,1,1,2,540,37600000
Northern Province,Gicumbi,Rushaki,Villa,4,3,149,1,2009,0,1,1,1,1,2,1,2,490,61200000
Northern Province,Burera,Cyanika,Apartment,1,1,40,1,1997,1,1,0,1,0,2,2,2,80,6800000
Eastern Province,Bugesera,Kamabuye,House,3,2,83,1,1999,0,1,1,1,1,1,1,1,340,19300000
Northern Province,Burera,Butaro,House,3,3,145,2,2001,0,1,0,1,1,1,1,1,420,47500000
Eastern Province,Rwamagana,Muyumbu,Apartment,3,3,87,0,2015,1,1,1,1,0,1,1,2,290,21200000
Eastern Province,Kirche,Gatore,Villa,5,5,255,1,2021,0,1,1,1,1,2,1,1,510,90200000
Southern Province,Huye,Kinazi,Mansion,4,4,218,1,2005,1,0,1,1,2,1,2,2,340,63300000
Southern Province,Nyamagabe,Gatare,House,3,3,113,2,2008,1,1,1,1,1,2,0,2,510,42800000
Southern Province,Nyamagabe,Kamegeri,House,2,1,71,2,2011,1,1,1,1,2,1,1,1,190,15200000
Northern Province,Burera,Bungwe,Villa,4,3,121,3,2001,1,1,1,1,1,2,2,2,280,48900000
Eastern Province,Kirche,Nasho,House,3,2,112,2,2000,1,1,1,1,1,2,0,2,260,27100000
Northern Province,Burera,Kivuye,Mansion,6,6,307,1,2001,1,1,1,1,2,1,1,2,830,148900000
Eastern Province,Gatsibo,Ngarama,Mansion,6,5,305,0,1996,1,1,1,1,0,2,1,1,770,89800000
Southern Province,Nyamagabe,Kamegeri,Apartment,2,1,87,0,2006,0,0,1,1,2,2,1,1,150,18100000
Western Province,Ngororero,Muhanda,House,4,3,167,0,2021,0,1,0,1,1,2,1,1,400,47000000
Southern Province,Ruhango,Mwendo,Villa,3,2,146,0,2008,1,1,1,1,2,2,1,0,670,49400000
Kigali City,Kicukiro,Niboye,Villa,3,2,154,0,2006,0,1,1,1,2,2,1,1,260,95700000
Eastern Province,Rwamagana,Fumbwe,House,3,3,100,2,1996,1,1,1,1,1,0,1,1,400,32700000
Eastern Province,Nyagatare,Nyakabungo,Apartment,2,1,91,1,2000,1,1,1,1,2,2,1,1,160,19000000
Eastern Province,Ngoma,Remera,House,4,3,172,2,2008,0,1,1,1,2,1,1,2,490,50700000
Northern Province,Gicumbi,Rukomo,House,3,2,159,1,2002,0,1,1,1,2,2,1,2,550,49500000
Southern Province,Nyamagabe,Musebeya,Villa,3,2,140,1,2020,1,1,1,1,0,1,1,2,640,44400000
Kigali City,Gasabo,Kimihurura,Mansion,5,5,224,2,1999,0,1,0,1,1,2,2,0,370,169900000
Southern Province,Ruhango,Kabagali,House,4,4,174,3,2006,1,1,1,1,0,0,0,2,410,65800000
Southern Province,Gisagara,Muganza,House,3,3,76,1,2000,1,1,1,1,1,2,1,1,190,23500000
Southern Province,Huye,Rwaniro,Mansion,4,4,182,1,2023,1,1,1,0,1,2,1,1,820,75900000
Southern Province,Huye,Kigoma,Apartment,2,2,63,3,2011,1,1,1,1,1,2,2,1,180,19600000
Southern Province,Muhanga,Shyogwe,House,3,3,140,2,2009,1,1,0,1,1,2,1,1,290,39400000
Western Province,Nyamasheke,Kagano,House,3,3,102,1,2004,0,1,1,1,1,2,0,0,410,34400000
Southern Province,Nyaruguru,Nyabimata,House,4,3,141,1,2003,1,1,1,1,2,2,1,1,440,46900000
Southern Province,Huye,Rusatira,Apartment,1,1,45,1,2025,1,1,1,1,1,2,2,1,120,10400000
Kigali City,Gasabo,Kinyinya,Apartment,3,3,83,1,2003,0,1,1,1,2,2,2,2,320,75200000
Eastern Province,Rwamagana,Fumbwe,House,3,2,98,2,2024,1,1,0,1,2,2,2,1,210,29800000
Southern Province,Gisagara,Nyanza,Mansion,4,4,192,0,2024,1,1,1,1,2,1,1,2,500,76500000
Southern Province,Nyaruguru,Rusenge,House,2,1,91,2,1999,1,1,1,1,1,2,1,1,280,23100000
Eastern Province,Bugesera,Ruhuha,Mansion,6,5,410,2,2011,1,1,0,1,1,2,1,1,1350,175200000
Northern Province,Gicumbi,Nyankenke,Apartment,2,1,64,1,2008,0,1,0,1,1,1,1,2,140,15000000
Western Province,Nyamasheke,Nyamasheke,Apartment,2,2,76,1,2000,1,1,1,1,1,1,1,2,300,23400000
Northern Province,Gicumbi,Rushaki,Apartment,3,3,93,2,2013,1,1,0,1,1,2,2,2,290,33000000
Northern Province,Musanze,Cyuve,Apartment,1,1,46,1,2010,0,1,1,1,2,2,0,2,90,11300000
Kigali City,Gasabo,Bumbogo,Mansion,5,5,210,1,1995,0,1,1,1,0,2,0,2,500,204700000
Northern Province,Gakenke,Minazi,House,4,4,138,3,2010,1,1,1,1,1,2,2,1,430,67200000
Southern Province,Kamonyi,Kamonyi,Mansion,5,5,287,3,2004,1,1,1,1,2,1,1,2,990,126700000
Kigali City,Gasabo,Kinyinya,House,5,5,172,2,2015,1,1,1,1,0,2,1,1,490,177200000
Southern Province,Ruhango,Byima,Villa,4,3,215,2,2012,0,1,0,1,1,1,2,0,940,91300000
Southern Province,Ruhango,Ntongwe,House,3,3,136,1,2023,1,1,0,1,1,2,1,1,540,51400000
Northern Province,Rulindo,Cyinzuzi,House,2,1,86,2,1999,0,0,0,1,1,2,2,2,280,24200000
Southern Province,Huye,Karama,Apartment,2,2,91,2,2009,1,1,0,1,0,1,1,0,340,24700000
Western Province,Nyamasheke,Nyabitekeri,Mansion,4,3,192,1,2025,1,1,1,1,0,0,0,2,460,74000000
Western Province,Ngororero,Hindiro,House,4,4,165,2,2013,0,1,1,1,2,1,2,2,630,66600000
Kigali City,Kicukiro,Masaka,Apartment,2,2,94,1,2009,1,1,1,1,0,2,2,0,470,59600000
Southern Province,Huye,Ruhashya,House,4,3,180,0,2012,0,1,1,1,1,2,1,2,620,70800000
Eastern Province,Nyagatare,Nyakabungo,Apartment,2,1,56,1,1998,1,1,1,1,0,2,0,1,170,11300000
Western Province,Karongi,Mutuntu,Villa,3,3,139,2,2011,0,1,1,1,1,1,2,2,620,51300000
Southern Province,Gisagara,Mukindo,House,3,3,77,1,1997,1,0,0,1,1,1,1,1,310,24700000
Western Province,Rusizi,Giheke,Apartment,2,2,96,1,2019,0,1,1,1,1,2,1,2,420,28400000
Northern Province,Rulindo,Buyoga,House,4,4,194,2,2012,1,1,1,1,2,0,1,2,820,82000000
Western Province,Rutsiro,Ruhango,Apartment,1,1,52,2,2012,1,1,0,1,2,1,2,2,90,12500000
Southern Province,Muhanga,Muhanga,Villa,4,4,131,2,1997,1,1,0,1,0,0,2,2,520,49200000
Northern Province,Musanze,Remera,Villa,5,4,229,2,2015,0,1,1,1,2,1,2,2,950,134500000
Kigali City,Kicukiro,Kagarama,Villa,3,2,153,0,2020,0,1,1,1,1,1,2,2,470,118600000
Southern Province,Huye,Butare,House,2,1,85,1,2013,1,1,1,1,2,1,2,1,170,17000000
Western Province,Rutsiro,Nyabirasi,House,4,4,216,2,2021,1,1,1,1,1,1,1,2,610,84000000
Northern Province,Gicumbi,Kageyo,Mansion,4,3,210,3,1995,1,1,0,0,1,2,1,1,420,56000000
Western Province,Nyabihu,Mukamira,Apartment,2,1,72,1,2022,1,1,1,0,1,1,2,1,240,22600000
Northern Province,Burera,Cyeru,Mansion,5,5,213,1,1999,1,1,1,1,2,1,1,1,680,97700000
Western Province,Ngororero,Matyazo,Mansion,5,5,305,2,2000,1,1,1,1,1,2,2,1,1350,133800000
Northern Province,Burera,Kivuye,Villa,4,4,112,1,2011,0,1,0,1,1,1,1,1,310,35000000
Kigali City,Gasabo,Rusororo,House,2,1,97,3,2002,1,1,1,0,2,0,1,2,260,62400000
Western Province,Rusizi,Nkanka,Apartment,3,3,93,3,2014,0,1,1,1,2,1,2,2,450,31200000
Southern Province,Nyaruguru,Nyagisozi,House,3,2,133,1,2018,1,1,1,1,2,0,1,1,240,36600000
Western Province,Karongi,Rubengera,Apartment,1,1,46,2,2000,1,1,1,1,1,0,1,2,190,9900000
Western Province,Nyamasheke,Karengera,House,4,3,110,2,2009,0,1,1,1,1,2,2,2,350,40100000
Eastern Province,Ngoma,Sake,House,2,1,84,1,2022,0,1,1,1,1,1,0,2,330,21600000
Northern Province,Gicumbi,Rukomo,House,3,2,119,2,2005,1,1,0,1,2,1,0,1,180,37400000
Western Province,Karongi,Rubengera,House,3,3,120,1,2009,1,1,1,1,2,1,0,1,590,39700000
Western Province,Nyamasheke,Rangiro,House,3,2,95,1,2009,1,1,1,1,0,2,1,2,230,25600000
Western Province,Rubavu,Rugerero,House,3,2,85,1,2020,1,1,1,0,1,1,2,1,150,21900000
Western Province,Rusizi,Kamembe,House,4,3,177,1,2017,1,1,1,1,0,2,0,1,860,75600000
Southern Province,Kamonyi,Rukoma,Mansion,6,6,429,0,2022,1,1,1,1,1,1,1,1,1130,196400000
Northern Province,Gakenke,Nemba,Apartment,3,2,88,2,1999,1,1,1,1,1,1,2,1,420,27200000
Western Province,Rubavu,Mudende,Villa,3,2,157,1,2017,1,0,1,1,1,1,2,1,470,47700000
Northern Province,Burera,Kivuye,Apartment,1,1,34,2,2019,1,1,1,1,1,1,1,2,120,9000000
Southern Province,Ruhango,Ntongwe,Villa,4,3,214,2,2022,0,1,1,1,2,2,0,1,990,103300000
Southern Province,Ruhango,Kabagali,Villa,4,4,138,0,2015,1,1,0,1,2,2,1,1,350,48400000
Eastern Province,Gatsibo,Murambi,House,3,2,125,1,2025,0,1,1,1,1,1,0,2,300,38000000
Eastern Province,Kirche,Nyamugari,House,4,4,156,1,2021,1,1,1,1,0,1,2,2,680,60700000
Southern Province,Nyamagabe,Rusenge,House,3,2,150,1,2012,0,1,1,1,2,2,1,2,260,36900000
Northern Province,Gicumbi,Rutare,Apartment,2,1,61,2,2021,1,1,1,1,1,1,0,0,260,21500000
Eastern Province,Rwamagana,Gishali,House,2,2,94,2,2016,0,0,1,1,2,1,0,2,240,25700000
Northern Province,Musanze,Nkotsi,Villa,3,3,105,2,2018,1,1,1,1,2,2,2,1,250,36400000
Eastern Province,Nyagatare,Mukama,House,3,2,118,1,2016,1,1,0,1,2,0,2,2,200,28500000
Northern Province,Burera,Cyeru,Mansion,4,3,215,2,1996,1,1,0,1,1,1,2,1,440,77200000
Eastern Province,Kayonza,Rukara,House,4,4,163,1,1996,0,1,0,1,2,1,2,1,380,50000000
Kigali City,Nyarugenge,Kigali,Villa,5,4,253,3,1998,1,1,1,0,1,2,2,0,790,230700000
Kigali City,Gasabo,Kacyiru,Villa,4,4,172,1,2008,1,1,1,1,2,2,2,2,550,149000000
Southern Province,Nyamagabe,Musebeya,Villa,3,2,112,2,2010,1,1,1,1,1,2,2,2,170,24200000
Western Province,Rusizi,Gitambi,Villa,3,2,139,3,2002,0,1,1,1,2,1,1,1,560,42100000
Northern Province,Gicumbi,Muko,Apartment,1,1,51,1,2007,0,1,1,1,1,2,1,1,230,11200000
Southern Province,Ruhango,Ntongwe,Mansion,6,6,312,1,1997,0,1,1,0,1,2,1,1,550,98600000
Southern Province,Nyanza,Busasamana,Villa,4,4,169,0,2016,1,1,1,1,1,0,0,2,630,71100000
Western Province,Ngororero,Bwira,House,2,2,62,2,2001,0,1,1,1,1,2,1,2,140,17600000
Northern Province,Gicumbi,Rukomo,House,4,3,119,2,1997,0,1,1,1,0,2,1,2,550,48600000
Northern Province,Rulindo,Rukozo,House,4,3,160,2,2020,1,1,1,1,2,2,0,2,680,61900000
Eastern Province,Bugesera,Ntarama,House,4,3,139,3,2005,0,1,1,1,1,1,1,1,590,43800000
Eastern Province,Bugesera,Ruhuha,House,3,3,91,1,2013,0,1,0,1,1,2,2,2,250,25800000
Northern Province,Burera,Cyeru,Apartment,2,1,88,2,2006,1,1,0,1,1,2,1,1,360,25900000
Southern Province,Nyanza,Mukingo,Mansion,5,4,276,0,2018,0,1,1,1,1,1,2,2,1090,113700000
Eastern Province,Gatsibo,Kiramuruzi,House,3,3,147,1,2024,0,1,1,1,1,1,1,1,640,58900000
Eastern Province,Bugesera,Mareba,House,4,4,165,1,2018,1,1,1,1,2,2,1,1,800,56600000
Northern Province,Rulindo,Masoro,Apartment,2,1,72,1,2011,1,1,1,1,1,2,2,2,190,21200000
Northern Province,Rulindo,Shyorongi,House,5,5,278,3,2008,1,1,1,1,0,1,0,1,880,141300000
Western Province,Nyamasheke,Mahembe,Mansion,5,4,291,3,2007,1,1,1,1,1,2,1,2,670,135100000
Northern Province,Musanze,Kinigi,Apartment,1,1,32,0,2004,1,1,1,1,1,2,2,1,60,6400000
Northern Province,Musanze,Rwaza,House,4,4,113,2,2004,1,1,1,1,1,1,1,2,260,39400000
Northern Province,Burera,Ruhunde,Apartment,1,1,60,0,2012,1,1,1,1,1,2,1,0,290,16900000
Western Province,Rutsiro,Ruhango,House,5,5,173,3,1995,0,1,1,1,1,2,1,2,690,68100000
Kigali City,Gasabo,Kimironko,House,2,1,86,2,2000,1,1,1,1,1,1,1,0,180,41000000
